word	finnish-fi	emotion	emotion-intensity-score
latent	piilevä	anger	0.266
latent	piilevä	anticipation	0.273
latent	piilevä	disgust	0.305
hiding	piilossa	fear	0.524
concealed	piilotettu	anticipation	0.367
concealed	piilotettu	fear	0.438
hide	piilottaa	fear	0.297
torment	piina	anger	0.885
torment	piina	fear	0.806
torment	piina	sadness	0.828
episcopal	piispan-	trust	0.477
uncaring	piittaamaton	anger	0.273
uncaring	piittaamaton	disgust	0.477
recklessness	piittaamattomuus	anger	0.391
recklessness	piittaamattomuus	disgust	0.461
recklessness	piittaamattomuus	fear	0.406
pique	pikee	anger	0.391
squeamish	pikkutarkka	disgust	0.578
squeamish	pikkutarkka	fear	0.5
picnic	piknikki	anticipation	0.602
picnic	piknikki	joy	0.394
picnic	piknikki	trust	0.375
ruined	pilalla	anger	0.545
ruined	pilalla	disgust	0.531
ruined	pilalla	fear	0.5
ruin	pilata	fear	0.725
spoil	pilautua	disgust	0.617
glimmer	pilkahdus	anticipation	0.547
glimmer	pilkahdus	joy	0.53
derision	pilkka	anger	0.5
derision	pilkka	disgust	0.5
pill	pilleri	trust	0.312
stall	pilttuu	disgust	0.133
cloudiness	pilvisyys	fear	0.062
darkside	pimeäpuoli	anger	0.547
darkened	pimennetyssä	fear	0.61
darkness	pimeys	anger	0.227
darkness	pimeys	fear	0.516
blackness	pimeyttä	fear	0.484
obsessing	pinttyneet	fear	0.312
peppermint	piparminttu	joy	0.156
brightens	piristää	joy	0.682
cheered	piristi	joy	0.773
cheerful	pirteä	joy	0.906
cheery	pirteä	anticipation	0.523
cheery	pirteä	joy	0.727
devil	piru	anger	0.719
devil	piru	anticipation	0.273
devil	piru	disgust	0.664
devil	piru	fear	0.828
diabolical	pirullinen	anger	0.788
diabolical	pirullinen	disgust	0.727
diabolical	pirullinen	fear	0.703
pissingmeoff	pissingmeoff	anger	0.848
pokes	pistää	anger	0.379
pungent	pistävä	disgust	0.719
score	pisteet	anticipation	0.477
score	pisteet	joy	0.182
bayonet	pistin	anger	0.453
bayonet	pistin	fear	0.422
prick	pisto	anger	0.835
prick	pisto	disgust	0.461
prick	pisto	fear	0.438
wear	pitääpäällä	trust	0.328
long	pitkä	anticipation	0.406
content	pitoisuus	joy	0.688
content	pitoisuus	trust	0.562
lace	pitsi	anger	0.118
lace	pitsi	fear	0.111
lace	pitsi	trust	0.344
pitter	pitter	joy	0.134
plagiarism	plagiointi	disgust	0.383
plaudit	plaudit	trust	0.383
pocketbac	pocketbac	trust	0.352
base	pohja	trust	0.43
primer	pohjamaali	trust	0.422
bottomless	pohjaton	fear	0.359
boy	poika	disgust	0.117
boyfriend	poikaystävä	joy	0.48
aberration	poikkeama	disgust	0.531
abnormal	poikkeava	disgust	0.438
anomaly	poikkeus	fear	0.359
exception	poikkeus	trust	0.305
absence	poissaolo	fear	0.396
upset	poissatolaltaan	anger	0.439
remove	poistaa	anger	0.351
remove	poistaa	fear	0.328
disable	poistakäytöstä	fear	0.558
erased	poistetaan	trust	0.195
disused	poistettujen	anger	0.382
depreciated	poistot	anger	0.297
depreciated	poistot	disgust	0.312
depreciated	poistot	fear	0.297
trophy	pokaali	anticipation	0.562
trophy	pokaali	joy	0.484
trophy	pokaali	trust	0.406
polemic	poleeminen	anger	0.359
polemic	poleeminen	disgust	0.5
police	poliisi	fear	0.328
police	poliisi	trust	0.484
constable	poliisikonstaapeli	trust	0.508
detainee	poliittinenvanki	anger	0.409
detainee	poliittinenvanki	anticipation	0.414
detainee	poliittinenvanki	fear	0.516
polio	polio	fear	0.562
politics	politiikka	anger	0.234
stomped	polki	anger	0.557
path	polku	trust	0.484
pathway	polku	joy	0.188
paths	polut	trust	0.398
bomb	pommi	anger	0.766
bomb	pommi	fear	0.935
bomber	pommikone	fear	0.734
bombers	pommikoneet	fear	0.797
bombard	pommittaa	anger	0.641
bombard	pommittaa	fear	0.74
bombed	pommitti	disgust	0.508
bombardment	pommitus	anger	0.606
bombardment	pommitus	fear	0.844
bounce	pomppia	trust	0.344
pony	poni	joy	0.312
buzzing	pörinä	joy	0.281
porn	porno	disgust	0.703
pornography	pornografia	disgust	0.586
gate	portti	trust	0.414
harlot	portto	disgust	0.562
positive	positiivinen	joy	0.761
positiveenergy	positiivinenenergia	joy	0.742
positively	positiivisesti	joy	0.676
positivity	positiivisuus	joy	0.773
positivity	positiivisuus	trust	0.625
mail	posti	anticipation	0.461
patient	potilas	anticipation	0.328
patient	potilas	joy	0.186
kick	potkia	anger	0.667
kicking	potkiminen	anger	0.636
fire	potkut	fear	0.636
drivel	pöty	disgust	0.414
scandalous	pöyristyttävä	anger	0.574
president	presidentti	trust	0.453
presto	presto	joy	0.312
brigade	prikaati	fear	0.547
princess	prinsessa	joy	0.469
prophetic	profeetallinen	anticipation	0.602
prophet	profeetta	anticipation	0.523
prophet	profeetta	trust	0.555
professor	professori	trust	0.578
professorship	professuuri	trust	0.625
prophecy	profetia	anticipation	0.742
prophylactic	profylaktinen	anticipation	0.406
prophylactic	profylaktinen	trust	0.312
proctor	proktori	trust	0.539
prologue	prologi	anticipation	0.453
barge	proomu	anger	0.396
prostitute	prostituoitu	disgust	0.586
prostitution	prostituutio	disgust	0.633
protestant	protestantti	fear	0.359
outcry	protestointi	anger	0.544
outcry	protestointi	fear	0.547
provocation	provokaatio	anger	0.625
provoking	provosointi	anger	0.578
provoking	provosointi	disgust	0.328
psalms	psalmeja	joy	0.288
psalms	psalmeja	trust	0.539
psalm	psalmi	joy	0.328
psalm	psalmi	trust	0.492
psychiatrist	psykiatri	fear	0.234
psych	psykologia	fear	0.344
psychological	psykologinen	fear	0.375
psychosis	psykoosi	anger	0.441
psychosis	psykoosi	fear	0.703
ptsd	ptsd	fear	0.75
clean	puhdas	joy	0.26
clean	puhdas	trust	0.484
purebliss	puhdastaautuutta	joy	0.909
purify	puhdistaa	joy	0.409
purify	puhdistaa	trust	0.625
purification	puhdistaminen	trust	0.609
purge	puhdistus	fear	0.562
chairman	puheenjohtaja	trust	0.492
calls	puhelut	anticipation	0.414
calls	puhelut	trust	0.359
erupt	puhjeta	anger	0.742
onset	puhkeaminen	anticipation	0.477
outbreak	puhkeaminen	fear	0.672
purely	puhtaasti	trust	0.477
intercede	puhua	fear	0.234
thrash	puida	anger	0.734
thrash	puida	disgust	0.539
thrash	puida	fear	0.562
framework	puitteet	trust	0.516
buck	pukki	fear	0.234
regurgitation	pulauttelu	disgust	0.766
puff	pullistaa	trust	0.258
quandary	pulma	anger	0.266
quandary	pulma	fear	0.453
pulsa	pulsa	trust	0.32
pumped	pumpataan	joy	0.567
dysentery	punatauti	disgust	0.727
mite	punkki	disgust	0.516
puncture	punktio	anger	0.594
weigh	punnita	anticipation	0.414
weigh	punnita	trust	0.344
pound	punta	anger	0.481
advocate	puolestapuhuja	trust	0.664
spouse	puoliso	joy	0.507
spouse	puoliso	trust	0.594
bias	puolueellisuus	anger	0.345
impartial	puolueeton	trust	0.555
impartiality	puolueettomuus	trust	0.578
defend	puolustaa	fear	0.25
uphold	puolustaa	trust	0.648
defender	puolustaja	trust	0.555
defended	puolusti	trust	0.656
defense	puolustus	anger	0.425
defense	puolustus	anticipation	0.492
defense	puolustus	fear	0.258
defenseless	puolustuskyvytön	fear	0.547
quack	puoskari	disgust	0.461
compress	puristaa	anger	0.219
navigable	purjehduskelpoinen	anticipation	0.406
eruption	purkaus	anger	0.667
eruption	purkaus	fear	0.672
hulk	purkki	anger	0.329
hulk	purkki	disgust	0.25
gush	pursua	disgust	0.422
gush	pursua	joy	0.545
buffering	puskurointi	anger	0.279
jail	putka	fear	0.578
tree	puu	anticipation	0.227
tree	puu	joy	0.09
tree	puu	trust	0.406
stab	puukottaa	anger	0.844
stab	puukottaa	fear	0.672
puma	puuma	fear	0.465
leaf	puunlehti	joy	0.065
huff	puuskahtaa	anger	0.469
huff	puuskahtaa	disgust	0.273
trees	puut	joy	0.197
garden	puutarha	joy	0.333
gardens	puutarhat	joy	0.219
shortage	puute	anger	0.212
shortage	puute	fear	0.344
flaws	puutteita	trust	0.227
failing	puuttuessa	anger	0.234
failing	puuttuessa	anticipation	0.383
failing	puuttuessa	fear	0.531
missing	puuttuva	fear	0.474
tackled	puututtava	anger	0.53
holyspirit	pyhähenki	joy	0.5
sanctuary	pyhäkkö	anticipation	0.461
sanctuary	pyhäkkö	joy	0.541
sanctuary	pyhäkkö	trust	0.703
saint	pyhimys	anticipation	0.438
saint	pyhimys	joy	0.328
saint	pyhimys	trust	0.648
sanctify	pyhittää	anticipation	0.391
sanctify	pyhittää	joy	0.359
sanctify	pyhittää	trust	0.672
holiness	pyhyys	anticipation	0.273
holiness	pyhyys	fear	0.109
holiness	pyhyys	joy	0.531
holiness	pyhyys	trust	0.656
bum	pylly	disgust	0.422
whirlpool	pyörre	fear	0.375
whirlwind	pyörremyrsky	fear	0.312
fainting	pyörtyminen	fear	0.422
executioner	pyöveli	anger	0.644
executioner	pyöveli	fear	0.859
strive	pyrkiä	anticipation	0.656
strive	pyrkiä	trust	0.531
efforts	pyrkimyksiä	trust	0.492
pursuit	pyrkimys	joy	0.176
standstill	pysähdyksissä	anger	0.125
standstill	pysähdyksissä	fear	0.25
halting	pysäyttäminen	fear	0.435
gunmen	pyssymiehiä	fear	0.828
upright	pystyssä	trust	0.578
stayaway	pysypoissa	anger	0.485
constant	pysyvä	trust	0.555
apologize	pyydäanteeksi	trust	0.477
erase	pyyhkiä	fear	0.303
queasiness	queasiness	disgust	0.594
crude	raaka	disgust	0.508
brutality	raakuus	anger	0.959
brutality	raakuus	fear	0.922
scripture	raamattu	joy	0.196
scripture	raamattu	trust	0.609
wracking	raastava	fear	0.625
grated	raastettua	anger	0.455
radioactive	radioaktiivinen	fear	0.656
radon	radon	fear	0.391
ragemode	ragemode	anger	0.828
ragetweet	ragetweet	anger	0.788
money	raha	anger	0.074
money	raha	anticipation	0.586
money	raha	joy	0.531
money	raha	trust	0.359
monetary	raha-	anticipation	0.547
treasurer	rahastonhoitaja	trust	0.562
brawl	rähinä	anger	0.861
brawl	rähinä	disgust	0.531
brawl	rähinä	fear	0.688
shoddy	rähjäinen	anger	0.344
shoddy	rähjäinen	disgust	0.469
grant	rahoitus	anticipation	0.414
grant	rahoitus	joy	0.366
grant	rahoitus	trust	0.594
infirmity	raihnaisuus	fear	0.438
freshair	raikasilma	joy	0.455
blatant	räikeä	anger	0.42
blatant	räikeä	disgust	0.367
rape	raiskata	anger	0.894
rape	raiskata	disgust	0.906
rape	raiskata	fear	0.87
rape	raiskata	sadness	0.875
rape	raiskaus	anger	0.894
rape	raiskaus	disgust	0.906
rape	raiskaus	fear	0.87
rape	raiskaus	sadness	0.875
clearance	raivaaminen	trust	0.398
ferocity	raivo	anger	0.818
fury	raivo	anger	0.922
fury	raivo	fear	0.672
raging	raivoava	anger	0.896
raging	raivoava	disgust	0.484
raging	raivoava	fear	0.641
savage	raivoisa	anger	0.814
savage	raivoisa	fear	0.814
livid	raivoissaan	anger	0.821
livid	raivoissaan	disgust	0.469
furiously	raivokkaasti	anger	0.927
furious	raivostunut	anger	0.929
furious	raivostunut	disgust	0.469
infuriate	raivostuttaa	anger	0.844
explosions	räjähdykset	joy	0.061
blast	räjähdys	anger	0.606
explosion	räjähdys	fear	0.879
explode	räjähtää	anger	0.859
explode	räjähtää	fear	0.828
explosive	räjähtävä	anger	0.894
explosive	räjähtävä	anticipation	0.523
explosive	räjähtävä	fear	0.859
limited	rajallinen	anger	0.292
detonate	räjäyttää	fear	0.766
constraint	rajoite	anger	0.455
constraint	rajoite	fear	0.5
confined	rajoitettu	anger	0.5
confined	rajoitettu	disgust	0.32
confined	rajoitettu	fear	0.578
confine	rajoittaa	anger	0.547
confine	rajoittaa	fear	0.562
unconstrained	rajoittamaton	joy	0.424
restriction	rajoitus	anger	0.359
restriction	rajoitus	fear	0.484
fierce	raju	anger	0.812
fierce	raju	disgust	0.352
fierce	raju	fear	0.469
tempest	rajuilma	anger	0.594
tempest	rajuilma	anticipation	0.539
tempest	rajuilma	fear	0.423
mucus	räkä	disgust	0.742
darling	rakas	joy	0.578
darling	rakas	trust	0.5
lovinglife	rakastaaelämää	joy	0.875
lovemylife	rakastaaelämääni	joy	0.797
lover	rakastaja	anticipation	0.562
lover	rakastaja	joy	0.719
lover	rakastaja	trust	0.477
mistress	rakastajatar	anger	0.182
mistress	rakastajatar	disgust	0.523
iloveher	rakastanhäntä	joy	0.875
ilovechristmas	rakastanjoulua	joy	0.859
lovethis	rakastatätä	joy	0.891
loving	rakastava	joy	0.879
loving	rakastava	trust	0.641
lovemaking	rakastelu	joy	0.812
lovemaking	rakastelu	trust	0.562
lovable	rakastettava	joy	0.773
lovable	rakastettava	trust	0.648
loved	rakastettu	joy	0.859
hail	rakeet	trust	0.43
structure	rakenne	trust	0.656
scaffold	rakennustelineet	fear	0.234
structural	rakenteellinen	trust	0.578
rocket	raketti	anger	0.25
dearest	rakkain	joy	0.672
love	rakkaus	joy	0.828
lovelife	rakkauselämä	joy	0.703
amour	rakkausjuttu	anticipation	0.555
amour	rakkausjuttu	joy	0.607
amour	rakkausjuttu	trust	0.508
lovelovelove	rakkausrakkausrakkaus	joy	0.906
cur	rakki	anger	0.422
cur	rakki	disgust	0.453
cur	rakki	fear	0.359
blister	rakkula	disgust	0.594
ram	ram	anger	0.47
ram	ram	anticipation	0.383
cripple	rampa	fear	0.703
cripple	rampa	sadness	0.719
punish	rangaista	fear	0.531
punish	rangaista	anger	0.662
punish	rangaista	anticipation	0.406
punish	rangaista	disgust	0.391
incrimination	rangaistavuus	fear	0.562
penalty	rangaistus	anger	0.484
penalty	rangaistus	fear	0.453
punishment	rankaiseminen	anger	0.547
punishment	rankaiseminen	disgust	0.391
punishment	rankaiseminen	fear	0.656
punishing	rankaisu	anger	0.788
punishing	rankaisu	fear	0.562
beach	ranta	joy	0.5
cliff	rantakallio	fear	0.5
ranting	ranting	anger	0.606
beaches	rantoja	joy	0.375
disintegrate	rapautua	disgust	0.531
disintegrate	rapautua	fear	0.609
rapping	räppääminen	anger	0.266
degeneracy	rappeutua	anger	0.531
degeneracy	rappeutua	disgust	0.734
degeneracy	rappeutuminen	anger	0.531
degeneracy	rappeutuminen	disgust	0.734
decayed	rappeutunut	disgust	0.789
dilapidated	rappeutunut	disgust	0.672
crunch	räsähdys	anger	0.318
encumbrance	rasite	anger	0.333
encumbrance	rasite	fear	0.328
burdensome	rasittava	fear	0.422
pregnancy	raskaus	disgust	0.164
aggravating	raskauttava	anger	0.75
ticked	rasti	anger	0.556
fat	rasva	disgust	0.617
fatty	rasvainen	disgust	0.539
ratify	ratifioida	trust	0.523
rational	rationaalinen	trust	0.617
unresolved	ratkaisematon	anticipation	0.422
undecided	ratkaisematta	anticipation	0.383
undecided	ratkaisematta	fear	0.098
unsettled	ratkaisematta	anger	0.344
unsettled	ratkaisematta	disgust	0.336
unsettled	ratkaisematta	fear	0.327
crucial	ratkaiseva	trust	0.461
adjudicate	ratkaista	fear	0.297
abeyance	ratkaisunviipyminen	anticipation	0.391
raid	ratsia	anger	0.625
raid	ratsia	fear	0.6
peace	rauha	anticipation	0.43
peace	rauha	joy	0.576
peace	rauha	trust	0.602
peaceful	rauhallinen	anticipation	0.422
peaceful	rauhallinen	joy	0.636
peaceful	rauhallinen	trust	0.648
peacefully	rauhallisesti	joy	0.594
uneasy	rauhaton	disgust	0.273
uneasy	rauhaton	fear	0.312
restlessness	rauhattomuus	anticipation	0.57
soothing	rauhoittava	joy	0.531
soothing	rauhoittava	trust	0.562
wretch	raukka	anger	0.594
wretch	raukka	disgust	0.695
cowardly	raukkamainen	fear	0.531
iron	rauta-	trust	0.398
vivacious	räväkkä	joy	0.734
rawr	rawr	anger	0.375
gutter	räystäskouru	disgust	0.516
readytogo	readytogo	fear	0.172
reflux	refluksi	disgust	0.43
regatta	regatta	anticipation	0.461
reggae	reggae	joy	0.212
honest	rehellinen	anger	0.087
honest	rehellinen	disgust	0.055
honest	rehellinen	fear	0.047
honest	rehellinen	joy	0.303
lush	rehevä	disgust	0.188
lush	rehevä	joy	0.47
brisk	reipas	joy	0.212
recombination	rekombinaatio	anticipation	0.438
reconstruct	rekonstruoida	anticipation	0.438
recruits	rekrytoi	trust	0.469
relancer	relancer	trust	0.406
relight	relight	joy	0.312
revel	rellestää	joy	0.534
relaxed	rento	joy	0.442
relaxing	rentouttava	joy	0.652
relax	rentoutua	joy	0.562
relaxation	rentoutuminen	joy	0.672
rupture	repeämä	fear	0.706
reporter	reportteri	trust	0.414
resection	resektio	fear	0.406
expedition	retkikunta	anticipation	0.641
rheumatism	reumatismi	anger	0.156
rheumatism	reumatismi	fear	0.438
onedge	reunalla	fear	0.359
revels	revels	joy	0.562
revolver	revolveri	anger	0.578
revolver	revolveri	fear	0.672
ribet	ribet	trust	0.289
boisterous	riehakas	anger	0.307
boisterous	riehakas	anticipation	0.555
boisterous	riehakas	joy	0.667
rampage	riehua	anger	0.833
rampage	riehua	fear	0.781
elation	riemu	joy	0.944
rejoicing	riemu	anticipation	0.555
mirth	riemuisa	joy	0.375
elated	riemuissaan	joy	0.894
jubilee	riemujuhla	joy	0.742
joyful	riemukas	joy	0.879
joyful	riemukas	trust	0.586
joyous	riemukas	joy	0.922
triumph	riemuvoitto	anticipation	0.664
triumph	riemuvoitto	joy	0.742
profane	rienaava	anger	0.75
profanity	rienaus	anger	0.673
contentious	riidanalainen	anger	0.578
contentious	riidanalainen	disgust	0.422
contentious	riidanalainen	fear	0.344
quarrel	riidellä	anger	0.781
harrowing	riipaiseva	fear	0.703
depend	riippua	anticipation	0.383
depend	riippua	trust	0.594
regardless	riippumatta	trust	0.391
hammock	riippumatto	joy	0.394
hanging	riippuva	anger	0.636
hanging	riippuva	disgust	0.531
hanging	riippuva	fear	0.641
contingent	riippuvainen	anticipation	0.539
dependent	riippuvainen	trust	0.531
dependence	riippuvuus	fear	0.234
reliance	riippuvuus	anticipation	0.398
reliance	riippuvuus	trust	0.664
deprivation	riistäminen	anger	0.621
deprivation	riistäminen	disgust	0.602
deprivation	riistäminen	fear	0.578
stripped	riisuttu	anger	0.344
stripped	riisuttu	anticipation	0.344
stripped	riisuttu	disgust	0.367
stripped	riisuttu	fear	0.438
strife	riita	anger	0.625
insufficiency	riittämättömyys	anger	0.167
possessed	riivattu	anger	0.5
possessed	riivattu	disgust	0.484
possessed	riivattu	fear	0.594
wealth	rikkaus	joy	0.422
wealth	rikkaus	trust	0.43
broken	rikki	anger	0.359
broken	rikki	fear	0.531
disobey	rikkoa	anger	0.469
disobey	rikkoa	disgust	0.414
violation	rikkominen	anger	0.547
violation	rikkominen	fear	0.766
tortious	rikkomuksellista	anger	0.516
tortious	rikkomuksellista	disgust	0.516
offense	rikkomus	anger	0.469
offense	rikkomus	disgust	0.5
offense	rikkomus	fear	0.422
indestructible	rikkoutumaton	trust	0.695
perpetrator	rikoksentekijä	anger	0.469
perpetrator	rikoksentekijä	disgust	0.633
perpetrator	rikoksentekijä	fear	0.56
criminal	rikollinen	anger	0.714
criminal	rikollinen	disgust	0.477
criminal	rikollinen	fear	0.766
criminality	rikollisuus	anger	0.578
criminality	rikollisuus	disgust	0.641
criminality	rikollisuus	fear	0.642
coexisting	rinnakkaisalueella	trust	0.578
incline	rinne	trust	0.414
confessional	rippituoli	fear	0.225
confessional	rippituoli	trust	0.508
diarrhoea	ripuli	disgust	0.82
risk	riski	anticipation	0.578
risk	riski	fear	0.562
risky	riskialtis	anticipation	0.617
risky	riskialtis	fear	0.562
crucifixion	ristiinnaulitseminen	anger	0.712
crucifixion	ristiinnaulitseminen	disgust	0.734
crucifixion	ristiinnaulitseminen	fear	0.891
crucifixion	ristiinnaulitseminen	sadness	0.859
crusade	ristiretki	anger	0.328
crusade	ristiretki	fear	0.392
contradict	ristiriidassa	anger	0.409
emaciated	riutunut	fear	0.516
emaciated	riutunut	sadness	0.719
languishing	riutuva	fear	0.358
row	rivi	anger	0.337
phalanx	rivistö	fear	0.342
phalanx	rivistö	trust	0.359
roadtrip	roadtrip	joy	0.344
spiders	robotit	fear	0.625
encouragement	rohkaisu	joy	0.545
courageous	rohkea	fear	0.154
courageous	rohkea	trust	0.633
